cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","205.54","","363.86","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1707496","N","SE-S1266445","202306159582159698","15-JUN-23","2024","","15-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","291.64","","363.86","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1707496","N","SE-S1266437","202306159582159697","15-JUN-23","2024","","15-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","363.86","","363.86","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1707496","N","SE-S1266449","202306159582159700","15-JUN-23","2024","","15-JUN-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","105.13","","275.44","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1710067","N","SE-S1266873","202307069582441479","06-JUL-23","2024","","06-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","155.59","","275.44","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1710067","N","SE-S1266877","202307069582441478","06-JUL-23","2024","","06-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","220.77","","275.44","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1710067","N","SE-S1266869","202307069582441477","06-JUL-23","2024","","06-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","275.44","","275.44","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1710067","N","SE-S1266881","202307069582441480","06-JUL-23","2024","","06-JUL-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","30.58","","69.06","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1696296","N","SE-S1257529","202304069579727537","06-APR-23","2024","","06-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","34.79","","69.06","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1696296","N","SE-S1257421","202304069579727538","06-APR-23","2024","","06-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","55.35","","69.06","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1696296","N","SE-S1257417","202304069579727536","06-APR-23","2024","","06-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","69.06","","69.06","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1696296","N","SE-S1257425","202304069579727539","06-APR-23","2024","","06-APR-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","152.05","","398.37","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1705934","N","SE-S1262743","202305259581680454","25-MAY-23","2024","","25-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","225.03","","398.37","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1705934","N","SE-S1262747","202305259581680453","25-MAY-23","2024","","25-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","319.3","","398.37","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1705934","N","SE-S1262739","202305259581680452","25-MAY-23","2024","","25-MAY-23"
"H6FL04105","Rutherford, John","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","FL","05","H","REPUBLICAN PARTY","398.37","","398.37","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1705934","N","SE-S1262751","202305259581680455","25-MAY-23","2024","","25-MAY-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","53.97","","99.85","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1746033","N","SE-S1476917","202401259600332686","25-JAN-24","2024","","25-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","99.85","","99.85","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1746033","N","SE-S1476929","202401259600332689","25-JAN-24","2024","","25-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","16.62","","1063.35","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1759105","N","SE-S1585457","202402229622180975","22-FEB-24","2024","","22-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","22.55","","1063.35","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1759105","N","SE-S1585461","202402229622180974","22-FEB-24","2024","","22-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","27.84","","67.85","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1742782","N","SE-S1412777","202401119600031816","11-JAN-24","2024","","11-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","11.09","","1562.79","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1766028","N","SE-S1597545","202403219627386252","21-MAR-24","2024","","21-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","15.05","","1562.79","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1766028","N","SE-S1597549","202403219627386251","21-MAR-24","2024","","21-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","15.85","","1562.79","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1766028","N","SE-S1597541","202403219627386250","21-MAR-24","2024","","21-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","29.32","","1562.79","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1766028","N","SE-S1597553","202403219627386253","21-MAR-24","2024","","21-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","28.91","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1740786","N","SE-S1402991","202312289599925580","28-DEC-23","2024","","28-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","39.23","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1740786","N","SE-S1402995","202312289599925579","28-DEC-23","2024","","28-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","41.29","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1740786","N","SE-S1402987","202312289599925578","28-DEC-23","2024","","28-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","76.39","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1740786","N","SE-S1402999","202312289599925581","28-DEC-23","2024","","28-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","29.15","","1063.35","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1760771","N","SE-S1585581","202402299622296545","29-FEB-24","2024","","29-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","53.93","","1063.35","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1760771","N","SE-S1585589","202402299622296546","29-FEB-24","2024","","29-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","303.25","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1726611","N","SE-S1393521","202309219597303331","21-SEP-23","2024","","21-SEP-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","320.1","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1726611","N","SE-S1393525","202309219597303330","21-SEP-23","2024","","21-SEP-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","387.49","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1726611","N","SE-S1393517","202309219597303329","21-SEP-23","2024","","21-SEP-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","505.42","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1726611","N","SE-S1393529","202309219597303332","21-SEP-23","2024","","21-SEP-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","19.87","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1735713","N","SE-S1398407","202311169599123358","16-NOV-23","2024","","16-NOV-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","26.97","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1735713","N","SE-S1398411","202311169599123357","16-NOV-23","2024","","16-NOV-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","28.39","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1735713","N","SE-S1398403","202311169599123356","16-NOV-23","2024","","16-NOV-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","52.52","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1735713","N","SE-S1398415","202311169599123359","16-NOV-23","2024","","16-NOV-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","171.76","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1729095","N","SE-S1393965","202310129597467774","12-OCT-23","2024","","12-OCT-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","23.74","","1063.35","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1759105","N","SE-S1585453","202402229622180974","22-FEB-24","2024","","22-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","43.92","","1063.35","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1759105","N","SE-S1585465","202402229622180975","22-FEB-24","2024","","22-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","27.69","","1063.35","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1760771","N","SE-S1585585","202402299622296545","29-FEB-24","2024","","29-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","24.12","","63.76","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1753970","N","SE-S1567823","202402019619652319","01-FEB-24","2024","","01-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","32.74","","63.76","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1753970","N","SE-S1567827","202402019619652318","01-FEB-24","2024","","01-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","34.46","","63.76","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1753970","N","SE-S1567819","202402019619652317","01-FEB-24","2024","","01-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","63.76","","63.76","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1753970","N","SE-S1567831","202402019619652320","01-FEB-24","2024","","01-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","131.78","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1740570","N","SE-S1402137","202312219599920177","21-DEC-23","2024","","21-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","178.84","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1740570","N","SE-S1402141","202312219599920176","21-DEC-23","2024","","21-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","188.25","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1740570","N","SE-S1402133","202312219599920175","21-DEC-23","2024","","21-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","348.26","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1740570","N","SE-S1402145","202312219599920178","21-DEC-23","2024","","21-DEC-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","24.61","","1562.79","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1763627","N","SE-S1597053","202403149622418198","14-MAR-24","2024","","14-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","33.4","","1562.79","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1763627","N","SE-S1597057","202403149622418197","14-MAR-24","2024","","14-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","35.15","","1562.79","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1763627","N","SE-S1597049","202403149622418196","14-MAR-24","2024","","14-MAR-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","9.58","","9310.52","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1721502","N","SE-S1391697","202308109596512807","10-AUG-23","2024","","10-AUG-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","14.18","","9310.52","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1721502","N","SE-S1391701","202308109596512806","10-AUG-23","2024","","10-AUG-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","20.12","","9310.52","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1721502","N","SE-S1391693","202308109596512805","10-AUG-23","2024","","10-AUG-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","25.1","","9310.52","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1721502","N","SE-S1391705","202308109596512808","10-AUG-23","2024","","10-AUG-23"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","76.44","","202.03","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1744145","N","SE-S1415063","202401189600106967","18-JAN-24","2024","","18-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","103.75","","202.03","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1744145","N","SE-S1415067","202401189600106966","18-JAN-24","2024","","18-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","109.21","","202.03","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1744145","N","SE-S1415059","202401189600106965","18-JAN-24","2024","","18-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","202.03","","202.03","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1744145","N","SE-S1415071","202401189600106968","18-JAN-24","2024","","18-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","21.83","","1063.35","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1756159","N","SE-S1582845","202402159619780916","15-FEB-24","2024","","15-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","29.63","","1063.35","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1756159","N","SE-S1582849","202402159619780915","15-FEB-24","2024","","15-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","31.19","","1063.35","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1756159","N","SE-S1582841","202402159619780915","15-FEB-24","2024","","15-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","57.69","","1063.35","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1756159","N","SE-S1582853","202402159619780916","15-FEB-24","2024","","15-FEB-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","38.27","","67.85","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1742782","N","SE-S1412773","202401119600031814","11-JAN-24","2024","","11-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","40.01","","67.85","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1742782","N","SE-S1412781","202401119600031815","11-JAN-24","2024","","11-JAN-24"
"S6MT00162","TESTER, JON","C00809467","AMERICAN POLICE AND TROOPERS COALITION PAC","P","MT","00","S","DEMOCRATIC PARTY","67.85","","67.85","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1742782","N","SE-S1412077","202401119600031817","11-JAN-24","2024","","11-JAN-24"
